=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-9-19_9-3-10
====================================================================================
9:3:10 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:StopBleeding) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:ClearInventory) has been registered!
9:3:10 | [PermissionManager] Perm (PlayerManager:EditModifiers) has been registered!
9:3:10 | [PermissionManager] Perm (MenuBansManager) has been registered!
9:3:10 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
9:3:10 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
9:3:10 | [PermissionManager] Perm (MenuSpectateTools) has been registered!
9:3:10 | [PermissionManager] Perm (MenuWebHooks) has been registered!
9:3:10 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
9:3:10 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
9:3:10 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
9:3:10 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
9:3:10 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
9:3:10 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
9:3:10 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
9:3:10 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
9:3:10 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
9:3:10 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
9:3:10 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
9:3:10 | [PermissionManager] Perm (EspToolsMenu) has been registered!
9:3:10 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
9:3:10 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
9:3:10 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
9:3:10 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
9:3:10 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
9:3:10 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
9:3:10 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
9:3:10 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
9:3:10 | [PermissionManager] Adding Super Admin (76561197978157047)
9:3:10 | [PermissionManager] Loaded UserGroups.json
9:3:10 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
9:3:10 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
9:3:10 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
9:3:10 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
9:3:10 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
9:3:10 | Building Sets Loaded: 0
9:3:10 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
9:3:10 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
9:12:59 | Player "Sepultaris" (steamId=76561197978157047) connected to server!
9:17:14 | "Sepultaris" (steamid=76561197978157047) toggled freecam
9:17:30 | "Sepultaris" (steamid=76561197978157047) toggled freecam
9:21:18 | Admin "Sepultaris" (steamId=76561197978157047) built part t3_wall_concrete_bricks at position: <1565.393066, 315.691681, 7848.334473>
9:23:33 | Admin "Sepultaris" (steamId=76561197978157047) built part frame at position: <1565.698486, 315.874481, 7848.821777>
9:23:36 | Admin "Sepultaris" (steamId=76561197978157047) built part t3_wall_concrete_bricks at position: <1565.698486, 315.874481, 7848.821777>
9:35:31 | Player "Sepultaris" (steamId=76561197978157047) initiated disconnect process...
9:35:46 | Player "Sepultaris" (steamId=76561197978157047) disconnected from server.
